#漢字	台羅	方音	白話字	語域	次數	權重	佐證	腔別	例源
襆	hok8	ㄏㆦㆶ ͘	ho̍k		2	2			02:襆(普閩);04:襆(普閩)
襇	king2	ㄍㄧㄥˋ	kéng	語	19	69	iT,教,比	中漳,北泉,南混,峽泉,竹泉,蘭漳,金泉,高混,鹿泉	05:打綹兒/打榴·兒;13:襀;13:襇(台甘)
襇	kan2	ㄍㄢˋ	kán	文	2	20	比	澎泉	13:襇(台甘);13:襇(普閩)
襇	king1	ㄍㄧㄥ	keng		1	1			16:百褶裙
襉	king2	ㄍㄧㄥˋ	kéng		3	43	iT,日,線		01:襞;10:砢磣·
襏	puat4	ㄅㄨㄚㆵ	poat		2	10	甘		01:襏(台甘);01:襏襫
襏	por5	ㄅㄛˊ	pô̤		1	1			18:襏襫
襒	piat8	ㄅㄧㄚㆵ ͘	pia̍t		1	1			01:襒(台甘)
襒	phiat8	ㄆㄧㄚㆵ ͘	phia̍t		1	1			01:襒(台甘)
襓	jiau5	ㆢㄧㄠˊ	jiâu		1	9	甘		19:襓(台甘)
襖	o2	ㄜˋ	ó	語	4	38	日,甘,線		23:襖/�(台甘);23:襖/�(普閩);23:襖
襗	tok8	ㄉㆦㆶ ͘	to̍k		1	9	甘		05:襗(台甘)
襗	tso5	ㄗㄜˊ	chô		1	1			20:澤
襘	kue3	ㄍㄨㆤ˪	kòe		1	9	甘		09:襘(台甘)
襚	sui7	ㄙㄨㄧ˫	sūi		1	9	甘		22:襚(台甘)
襛	long5	ㄌㆲˊ	lông		1	9	甘		07:襛(台甘)
襜	tshiam1	ㄑㄧㆰ	chhiam		2	10	甘		17:襜(台甘);26:褕
襜	liam5	ㄌㄧㆰˊ	liâm		1	9	甘		17:襜(台甘)
襝	tshiam1	ㄑㄧㆰ	chhiam		1	9	甘		08:襝(台甘)
襝	liam5	ㄌㄧㆰˊ	liâm		1	9	甘		08:襝(台甘)
襝	liam2	ㄌㄧㆰˋ	liám		4	4			08:襝(台甘);08:襝(普閩);08:襝衽
襞	phik4	ㄆㄧㆤㆶ	phek	文	1	9	甘		01:襞(台甘)
襞	pit4	ㄅㄧㆵ	pit		2	2			08:泐
襞	pik4	ㄅㄧㆤㆶ	pek		1	1			01:襞(普閩)
襞	pi2	ㄅㄧˋ	pí		1	1			16:褶曲
襟	khim1	ㄎㄧㆬ	khim	語	22	106	iT,教,日,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	02:帔;02:披襟;02:脯子·/兒
襟	kim1	ㄍㄧㆬ	kim	文	10	18	甘		08:斂衽;08:襝衽;09:襘
襠	tong1	ㄉㆲ	tong		2	10	甘		05:襠(台甘);05:襠(普閩)
襠	tang1	ㄉㄤ	tang		3	3			05:𦡁;10:卡癶襠;24:糖衣丸藥
襤	lam5	ㄌㆰˊ	lâm		9	83	iT,教,日,甘,甘文,線		02:破爛;08:藍縷;08:襤(台甘)
襤	lam3	ㄌㆰ˪	làm		2	28	日,線		08:褦襶
襤	lam1	ㄌㆰ	lam		1	17	線		08:襤(普閩)
襦	ju5	ㆡㄨˊ	jû		3	11	甘		08:細羅;14:綺襦紈褲;19:襦(台甘)
襦	lu5	ㄌㄨˊ	lû		1	1			19:襦(普閩)
襪	bueh8	ㆠㄨㆤㆷ ͘/ㆠㆤㆷ ͘	boe̍h	語	31	107	iT,教,日,比,線	中漳,南混,高混	01:扒;03:靺;05:打
襪	beh8	ㆠㄨㆤㆷ ͘/ㆠㆤㆷ ͘	be̍h	白/語	28	94	iT,日,比,甘,線	北泉,澎泉,竹泉	01:扒;05:打;06:褪
襪	buat8	ㆠㄨㄚㆵ ͘	boa̍t	文	2	20	教		03:靺;25:襪(普閩)
襪	biat8	ㆠㄧㄚㆵ ͘	bia̍t	文	1	17	甘,甘文		25:襪(台甘)
襪	boh8	ㆠㄨㆤㆷ ͘	bo̍h		2	2			24:襪靿兒;24:高靿的襪子·
襪	ua2	ㄨㄚˋ	óa		1	1			03:靺
襪	mie2	ㄇㄧㄝˋ	mié		1	1			24:糖衣丸藥
襫	sik4	ㄒㄧㆤㆶ	sek	文	3	11	甘		01:襏襫;18:襫(台甘);18:襫(普閩)
襫	tshioh4	ㄑㄧㄜㆷ	chhioh	白	1	1			18:襫(普閩)
襮	phok4	ㄆㆦㆶ	phok		1	9	甘		01:襮(台甘)
襯	tshin3	ㄑㄧㄣ˪	chhìn	文	26	58	甘,甘文,線		02:披;02:陪襯;02:配搭兒
襯	tshan3	ㄑㄧㄣ˪/ㄘㄢ˪	chhàn	文/白	3	51	iT,日,甘,線		17:襯(台甘);17:襯(普閩);17:襯
襯	tsham3	ㄘㆰ˪	chhàm		16	16			01:斑駁;01:斑白;01:黃驃馬
襯	tshainn3	ㄑㄧㄣ˪/ㄘㆮ˪	chhàiⁿ	語	2	10	甘		17:襯(台甘);17:襯
襱	liong5	ㄌㄧㆲˊ	liông		1	9	甘		08:襱(台甘)
襲	sip8	ㄒㄧㆴ ͘	si̍p		10	62	教,日,甘,線		08:雷同;13:游擊;13:徼
襵	liap4	ㄌㄧㄚㆴ	liap		4	12	甘		01:襞;01:癟皮;16:襞褶
襵	liap8	ㄌㄧㄚㆴ ͘	lia̍p		1	1			05:打綹兒/打榴·兒
襶	tai3	ㄉㄞ˪	tài		3	11	甘		05:襶(台甘);05:襶(普閩);07:褦襶
襶	tai2	ㄉㄞˋ	tái		2	2			05:襶(普閩);05:褦襶
襶	to1	ㄉㄜ	to		1	1			07:褦襶
襺	kian2	ㄍㄧㄢˋ	kián		2	10	甘		13:襺(台甘);13:襺
襻	phan3	ㄆㄢ˪	phàn		12	78	iT,教,日,甘,線		01:扣鼻兒;02:襻(台甘);02:襻(普閩)
襻	phan2	ㄆㄢˋ	phán		6	6			01:銅門把兒;06:提樑兒;17:車襻兒
襾	sia2	ㄒㄧㄚˋ	siá		3	3			14:一竅不通;18:耍嘴皮子·
西	se1	ㄒㄧ/ㄙㄞ/ㄙㆤ	se		100	210	iT,教,日,比,甘,甘文,線,諺	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,高混	01:灞;01:日薄西山;01:北
西	sai1	ㄙㄞ/ㄙㆤ	sai		104	188	iT,教,日,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:八方;01:掰文兒;01:白辣辣
西	si1	ㄒㄧ/ㄙㆤ	si		46	136	iT,教,日,植,比,甘,線	中漳,北泉,南混,竹泉,蘭漳,高混,鹿泉	01:包賠;01:嘣;02:怕
要	iau3	ㄧㄠ˪	iàu		416	508	iT,教,日,比,甘,甘文,線	北泉,峽泉,竹泉,金泉,鹿泉	01:罷了;01:有口皆碑;01:備
要	iau1	ㄧㄠ/ㄧㄠ˪	iau		42	94	教,日,甘,線		03:默許;07:拿;07:拿人
要	iau2	ㄧㄠˋ	iáu		15	31	線		03:賣殷勤;04:不妨;09:綱
要	beh4	ㆠㆤㆷ	beh	語	5	23	日,甘		14:氣懷;24:要(台甘);26:約
要	bueh4	ㆠㄨㆤㆷ	boeh	語	1	11	日		24:要(台甘)
要	iang3	ㄧㄤ˪	iàng		1	1			09:軀幹
要	peh4	ㄅㆤㆷ	peh		1	1			09:沽
要	teh8	ㄉㆤㆷ ͘	te̍h		1	1			15:仰事俯畜
要	kiap4	ㄍㄧㄚㆴ	kiap		1	1			24:要(台甘)
要	io1	ㄧㄜ	io		1	1			24:要
覃	tham5	ㄊㆰˊ	thâm		3	21	日,甘		06:覃(普閩);14:覃(台甘);14:覃(普閩)
覃	sim2	ㄒㄧㆬˋ	sím		3	11	甘		06:覃(台甘);14:覃(台甘)
覃	thuann3	ㄊㄨㆩ˪	thòaⁿ		6	6			03:蔓衍;04:蕃殖;04:繁殖
覃	than5	ㄊㄢˊ	thân		1	1			05:簟
覃	tam5	ㄉㆰˊ	tâm		1	1			06:覃(台甘)
覃	go5	ㆣㄜ〾ˊ	gô		1	1			06:覃(台甘)
覃	tshin5	ㄑㄧㄣˊ	chhîn		1	1			06:覃(普閩)
覃	sim5	ㄒㄧㆬˊ	sîm		1	1			14:覃(普閩)
覆	phak4	ㄆㄚㆶ	phak	語	18	102	iT,教,日,比,甘,線	北泉,南混,峽泉,蘭漳,高混,鹿泉	01:踣/;01:崩潰;03:馬趴
覆	hok4	ㄏㆦㆶ	hok	文	10	76	iT,教,日,甘,線		02:帡幪;04:翻雲覆雨;04:覆(台甘)
覆	hu3	ㄏㄨ˪	hù		2	32	iT,甘,甘文		04:覆(台甘);10:傾家
覈	hik8	ㄏㄧㆤㆶ ͘	he̍k		2	10	甘		12:覈;18:審核
覈	ho5	ㄏㄜˊ	hô		1	1			14:一竅不通
覊	kua1	ㄍㄨㄚ	koa		3	3			08:落腳;09:勾留;13:經
見	kinn3	ㄍㄧㄢ˪/ㄍㆪ˪/ㄍㆪㆷ	kìⁿ	白/語	479	581	iT,教,新,日,甘,線,諺		01:把晤;01:拜;01:背後
見	kian3	ㄍㄧㄢ˪/ㄍㄧㄣ˪/ㄍㆪ˪	kiàn	文	462	578	iT,共,教,日,植,比,甘,甘文,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,高混,鹿泉	01: 拔腿;01:撥雲見日;01:百戰百勝
見	kin3	ㄍㄧㄢ˪/ㄍㄧㄣ˪	kìn		107	117	日		01:閉月羞花;01:不→害臊;02:呸
見	khian3	ㄎㄧㄢ˪	khiàn		4	30	日,線		14:翹企;21:揚揚不睬;24:仰天大笑
見	hian7	ㄏㄧㄢ˫	hiān	語	1	9	甘		13:見(台甘)
見	tsian2	ㄐㄧㄢˋ	chián		3	3			01:鄙見;15:宣;26:愚
見	kinnh4	ㄍㆪㆷ	kiⁿh		2	2			10:看;13:忌諱·
見	lin7	ㄌㄧㄣ˫	līn		1	1			08:遴
見	sian2	ㄒㄧㄢˋ	sián	白	1	1			13:見(普閩)
見	kian2	ㄍㄧㄢˋ	kián		1	1			13:見…怪
見	kuih8	ㄍㄨㄧㆷ ͘	ku̍ih		1	1			23:按語
見	ki3	ㄍㄧ˪	kì		1	1			24:遺失
覌	hueh4	ㄏㄨㆤㆷ	hoeh		1	1			24:睚眥之仇
覎	iam3	ㄧㆰ˪	iàm		1	1			24:覎(台甘)
規	kui1	ㄍㄨㄧ	kui		214	338	700,iT,共,教,日,甘,線,諺		01:霸道·;01:被窩·兒;01:保守
規	kui7	ㄍㄨㄧ˫	kūi		1	1			05:躉
規	khih4	ㄎㄧㆷ	khih		1	1			10:奎寧
覓	bai7	ㄇㄞ˫/ㆠㄚ˫/ㆠㄞ˫/ㆠㄧㆤㆶ ͘	bāi		84	118	日,甘,線		02:品;03:摸摸;03:脈
覓	ba7	ㆠㄚ˫	bā		27	111	iT,教,日,比,甘,線	北泉,峽泉,鹿泉	02:撲;03:覓食;05:雕
覓	mai7	ㄇㄞ˫/ㆠㄞ˫	māi		52	110	iT,教,日,線		02:品;03:莫若;03:描
覓	bik8	ㆠㄧㆤㆶ ͘	be̍k		2	46	教,日,甘,甘文		03:尋覓;20:則箇
覓	la7	ㆠㄚ˫	lā		1	11	日		08:老鷹
覓	lai7	ㆠㄚ˫	lāi		1	11	日		08:老鷹
覕	bih4	ㆠㄧㆷ	bih		35	107	700,iT,教,比	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	03:抿;04:伏;05:蹀兒
覕	bih8	ㆠㄧㆷ ͘	bi̍h		3	3			15:巢穴;15:死則同穴
覕	mie2	ㄇㄧㄝˋ	mié		1	1			05:蹀兒
視	si7	ㄒㄧ˫	sī	文	112	178	iT,教,日,甘,線		01:鄙;01:睥睨;01:嬖
視	se7	ㄙㆤ˫	sē	語	5	21	線		12:寒磣·/含磣·;13:反唇相稽;13:譏笑
視	ge7	ㆣㆤ˫	gē	語	1	1			18:視(普閩)
視	kirn7	ㄒㄧ˫	kṳ̄n		1	1			18:近視
覗	su3	ㄙㄨ˪	sù		5	21	線		22:覗(普閩);22:覗;24:瞇縫眼兒
覗	su1	ㄙㄨ	su		1	9	甘		22:覗(台甘)
覗	si7	ㄒㄧ˫	sī	文	1	1			22:覗(台甘)
覗	su7	ㄙㄨ˫	sū	語	1	1			22:覗(台甘)
覘	tiam1	ㄉㄧㆰ	tiam		2	10	甘		16:覘/䀡(台甘);17:覘(台甘)
覘	tshiam1	ㄑㄧㆰ	chhiam	罕用	3	3			16:覘/䀡(普閩);17:覘(台甘);17:覘(普閩)
覘	siam1	ㄒㄧㆰ	siam		3	3			16:張;17:覘(台甘);17:覘
覘	thiam1	ㄊㄧㆰ	thiam		2	2			16:覘/䀡(普閩);17:覘(普閩)
覡	si5	ㄒㄧˊ	sî		1	1			25:巫
覥	thian2	ㄊㄧㄢˋ	thián		2	2			06:覥(台甘);06:覥(普閩)
覦	ju5	ㆡㄨˊ	jû		1	9	甘		26:覦(台甘)
覦	lu5	ㄌㄨˊ	lû	白	2	2			13:覬覦;26:覦(普閩)
覦	u5	ㄨˊ	û	文	1	1			26:覦(普閩)
親	tshin1	ㄑㄧㄣ/ㄘㄢ	chhin	文	592	684	iT,教,日,比,甘,甘文,線	中漳,北泉,南混,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:爸;01:薄親;01:輩
親	tshinn1	ㄑㆪ	chhiⁿ	白/語	6	76	教,日,比,甘,線	中漳,北泉,峽泉,澎泉,竹泉,金泉,鹿泉	14:親(台甘);14:親(普閩)
親	tshenn1	ㄘㆥ	chheⁿ	白/語	2	64	教,日,比,線	南混,蘭漳,高混	14:親(台甘);14:親(普閩)
親	tshan1	ㄘㄢ	chhan		2	46	教,日,線		06:聽;13:近似
親	tshing1	ㄑㄧㄥ	chheng	文/語	3	29	比,甘	峽泉	14:親(台甘)
親	sin1	ㄒㄧㄣ	sin	語	2	10	甘		14:親(台甘)
親	m2	ㆬˋ	ḿ	語	2	2			14:親(台甘)
親	tsim1	ㄐㄧㆬ	chim		1	1			07:唵
親	ting1	ㄉㄧㄥ	teng	文	1	1			14:親(台甘)
覬	ki3	ㄍㄧ˪	kì		3	11	甘		13:覬(台甘);13:覬(普閩);13:覬覦
覬	khai2	ㄎㄞˋ	khái		1	9	甘		13:覬(台甘)
覬	tsi2	ㄐㄧˋ	chí		2	2			10:管窺;26:覬覦
覯	koo3	ㄍㆦ˪	kò͘	文	2	10	甘		09:覯(台甘);09:覯(普閩)
覰	tshu3	ㄘㄨ˪	chhù		4	4			14:覰/覻/覷(台甘);14:覰/覻/覷(普閩)
覰	bang2	ㆠㄤˋ	báng		4	4			14:覰/覻/覷(台甘);14:覰/覻/覷(普閩)
覰	tshu2	ㄘㄨˋ	chhú		1	1			14:覰/覻/覷(台甘)
覰	tshuh4	ㄘㄨㆷ	chhuh		1	1			14:覰/覻/覷(台甘)
覲	kin7	ㄍㄧㄣ˫	kīn		2	20	日,甘		13:覲(台甘);17:朝
覲	kin3	ㄍㄧㄣ˪	kìn		1	11	日		17:朝
覶	lo5	ㄌㄜˊ	lô		2	10	甘		08:覶(台甘);08:覶(普閩)
覷	tshu3	ㄘㄨ˪	chhù		3	27	甘,線		13:近視;14:覷(普閩)
覷	tshuh4	ㄘㄨㆷ	chhuh		2	18	線		14:覷
覷	tshu1	ㄘㄨ	chhu		1	1			14:覷(台甘)
覷	jing2	ㆢㄧㄥˋ	jéng		1	1			14:覷(普閩)
覷	bang2	ㆠㄤˋ	báng		1	1			14:覷(普閩)
覺	kak4	ㄍㄚㆶ	kak		308	374	iT,教,日,甘,線		01:鮑魚之肆;01:鼻兒;01:閉月羞花
覺	tsiau2	ㄐㄧㄠˋ	chiáu		6	6			13:午覺;15:醒;18:睡晌覺
覺	kat4	ㄍㄚㆵ	kat		1	1			03:脈搏
覺	gak4	ㆣㄚㆶ	gak		1	1			09:見怪不怪
覺	kau3	ㄍㄠ˪	kàu		1	1			13:覺(普閩)
覺	ka1	ㄍㄚ	ka		1	1			13:挂僵
覽	lam2	ㄌㆰˋ	lám	文	25	91	iT,教,日,甘,線		01:包;08:覽(台甘);08:覽(普閩)
覿	tok8	ㄉㆦㆶ ͘	to̍k	文	1	9	甘		05:覿(台甘)
覿	tik8	ㄉㄧㆤㆶ ͘	te̍k		1	1			05:覿(普閩)
觀	kuan1	ㄍㄨㄢ	koan	文白	138	210	iT,教,日,植,甘,線		01:悲觀;01:避免;02:顧盼
觀	kuan3	ㄍㄨㄢ˪	koàn	文	5	49	教,日,甘,甘文		09:觀(台甘);09:觀(普閩);22:思想
觀	kuann3	ㄍㄨㆩ˪	kòaⁿ	語	5	13	甘		09:觀(台甘);09:觀(普閩);09:觀
觀	kuan2	ㄍㄨㄢˋ	koán		2	2			09:呂祖閣;09:觀(普閩)
觀	to7	ㄉㄜ˫	tō	文/語	2	2			09:觀(台甘)
角	kak4	ㄍㄚㆶ	kak		301	409	iT,教,新,日,植,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:八角茴香;01:耙;01:雹子·
角	lok8	ㄌㆦㆶ ͘	lo̍k		2	2			08:角(台甘);08:角(普閩)
角	phueh8	ㄍㄚㆶ	phoe̍h		1	1			01:耙
角	kioh4	ㄍㄧㄜㆷ	kioh		1	1			03:么麼
角	lu2	ㄌㄨˋ	lú		1	1			08:甪
角	lut4	ㄌㄨㆵ	lut		1	1			08:角(台甘)
角	tsiau1	ㄐㄧㄠ	chiau		1	1			16:指甲·
角	kak8	ㄍㄚㆶ ͘	ka̍k		1	1			26:廉隅
觔	kun1	ㄍㄨㄣ	kun		2	20	日,甘		13:觔(台甘);13:觔(普閩)
觔	tsin1	ㄐㄧㄣ	chin		1	1			13:斤
觔	kin1	ㄍㄧㄣ	kin		1	1			13:觔(普閩)
觖	kuat4	ㄍㄨㄚㆵ	koat		1	9	甘		13:觖(台甘)
觖	khuat4	ㄎㄨㄚㆵ	khoat		1	9	甘		13:觖(台甘)
觚	koo1	ㄍㆦ	ko͘		3	37	日,甘,線		09:觚(台甘);09:觚(普閩);09:觚
觚	ku1	ㄍㄨ	ku		1	1			13:酒杯(/盃)
觜	tsu1	ㄗㄨ	chu		1	11	日		20:觜(普閩)
觜	tsui1	ㄗㄨㄧ	chui		2	10	甘		20:觜(台甘)
觜	tsui2	ㄗㄨㄧˋ	chúi		1	1			20:觜(普閩)
觜	tshui3	ㄘㄨㄧ˪	chhùi		1	1			20:嘴
解	kai2	ㄍㄞˋ/ㄍㆤˋ	kái	文	445	555	iT,共,教,日,比,甘,甘文,線	峽泉,竹泉	01:巴解;01:罷親;01:罷
解	ke2	ㄍㄞˋ/ㄍㄨㆤˋ/ㄍㆤˋ	ké	白	25	69	教,日,線		02:剖析;03:謎團;04:費解
解	kue2	ㄍㄨㆤˋ	kóe	白/語	8	56	iT,日,甘,線		04:費解;13:解(台甘);13:解(普閩)
解	kai3	ㄍㄞ˪	kài	文	8	34	日,線		05:斷;06:調和·;13:詰屈聱牙
解	ke3	ㄍㆤ˪	kè	語	9	27	日,甘		06:緹騎;08:流;13:解(台甘)
解	thau2	ㄊㄠˋ	tháu	語	2	20	日,甘		13:解(台甘)
解	kue3	ㄍㄨㆤ˪/ㄍㆤ˪	kòe	白/語	3	13	日		13:解(台甘);13:解(普閩);13:解元
解	keh4	ㄍㆤㆷ	keh		2	2			13:解元
解	tsie1	ㄐㄧㄝ	chie		1	1			13:解(普閩)
解	ah4	ㄚㆷ	ah	語	1	1			13:解(台甘)
解	hai7	ㄏㄞ˫	hāi	白	1	1			13:解(普閩)
解	kue1	ㄍㄨㆤ	koe		1	1			15:詳解
觥	king1	ㄍㄧㄥ	keng	文	2	10	甘		09:觥(台甘);09:觥(普閩)
觥	kong1	ㄍㆲ	kong	文	2	10	甘		09:觥(台甘);09:觥
觩	kiu5	ㄍㄧㄨˊ	kiû		1	9	甘		14:觩(台甘)
觫	sok4	ㄙㆦㆶ	sok		5	13	甘		12:觳觫;22:觫(台甘);22:觫(普閩)
觭	ki5	ㄍㄧˊ	kî		1	9	甘		13:觭(台甘)
觭	khi1	ㄎㄧ	khi		1	9	甘		13:觭(台甘)
觭	tsi1	ㄐㄧ	chi		1	1			13:觭偶
觱	pi1	ㄅㄧ	pi		2	108	700,iT,教,比,線,諺	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	13:胡笳;18:哨子·
觱	pit4	ㄅㄧㆵ	pit		2	10	甘		01:觱(台甘);18:哨子·
觱	pi2	ㄅㄧˋ	pí		2	2			04:沸騰;08:觱篥
觳	khok4	ㄎㆦㆶ	khok		2	74	700,iT,教,比	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,高混	21:蠶繭;26:杅
觳	hat8	ㄏㄚㆵ ͘	ha̍t		1	9	甘		12:觳觫
觳	khauh8	ㄎㄠㆷ ͘	kha̍uh		4	4			12:觳觫;13:兢兢
觳	kauh8	ㄍㄠㆷ ͘	ka̍uh		2	2			12:觳觫
觳	hok8	ㄏㆦㆶ ͘	ho̍k		1	1			12:觳觫
觳	hu5	ㄏㄨˊ	hû		1	1			25:哇哇呀呀
觴	siong1	ㄒㄧㆲ	siong		3	11	甘		18:觴(台甘);18:觴(普閩);18:濫觴
觴	siang1	ㄒㄧㄤ	siang		1	1			18:觴(台甘)
觶	ti3	ㄉㄧ˪	tì		2	10	甘		04:豐;16:觶(台甘)
觶	tsi3	ㄐㄧ˪	chì		2	2			16:觶(台甘);16:觶(普閩)
觸	tak4	ㄉㄚㆶ	tak	語	60	126	iT,教,日,甘,線		01:絆倒;05:打磕絆兒;05:鬥嘴(兒)
觸	tshiok4	ㄑㄧㆦㆶ	chhiok	文	32	106	iT,教,日,甘,甘文,線		04:氣氛·;05:抵觸/牴觸;06:彈
觸	tshik4	ㄑㄧㆤㆶ	chhek	白/語	4	70	iT,教,日,甘,線		16:知趣兒;17:觸(台甘);17:觸(普閩)
觸	tshok4	ㄘㆦㆶ	chhok	語	2	36	日,甘,線		17:觸(台甘)
觸	tshiok8	ㄑㄧㆦㆶ ͘	chhio̍k		1	17	線		02:品
觸	tap4	ㄉㄚㆴ	tap		1	1			13:跲
觸	king2	ㄍㄧㄥˋ	kéng	語	1	1			17:觸(台甘)
觸	gu5	ㆣㄨˊ	gû	語	1	1			17:觸(台甘)
觸	tioh4	ㄉㄧㄜㆷ	tioh	語	1	1			17:觸(台甘)
觸	huaih8	ㄏㄨㄞㆷ ͘	hoa̍ih		1	1			17:觸(普閩)
觸	tshiak8	ㄑㄧㄚㆶ ͘	chhia̍k		1	1			17:觸
觸	tshiak4	ㄑㄧㄚㆶ	chhiak		1	1			19:耳濡目染
觸	tap8	ㄉㄚㆴ ͘	ta̍p		1	1			23:厄運
言	gian5	ㆣㄢˊ/ㆣㄧㄢˊ	giân		232	316	iT,共,教,日,甘,線		01:峇里;01:潔白;01:文白夾雜
言	gan5	ㆣㄢˊ/ㆣㄧㄢˊ	gân		69	127	iT,教,日,線		01:檳榔;02:泡飯;02:抨擊
言	gian7	ㆣㄧㄢ˫	giān		1	11	日		24:言(台甘)
言	ian5	ㄧㄢˊ	iân		8	8			15:言行;18:不聲不響;24:遺囑
言	kian5	ㄍㄧㄢˊ/ㆣㄢˊ	kiân		4	4			09:國語;09:官話;26:約束
訂	ting3	ㄉㄧㄥ˪	tèng	文/白	26	60	日,甘,線		02:聘;02:聘禮;02:平反
訂	ting7	ㄉㄧㄥ˫	tēng	白	1	49	iT,教,線		05:訂(普閩)
訂	tann3	ㄉㆩ˪	tàⁿ	白	1	17	線		05:訂(普閩)
訂	ting2	ㄉㄧㄥˋ	téng	白	4	4			05:訂(普閩);16:裝幀
訂	ting1	ㄉㄧㄥ	teng	白	2	2			05:訂(普閩)
訂	tsuang1	ㄗㄨㄤ	choang	白	1	1			05:訂(普閩)
訃	hu3	ㄏㄨ˪	hù		6	58	教,日,甘,線		04:訃(台甘);04:訃(普閩);04:訃
訄	kiu5	ㄍㄧㄨˊ	kiû		1	9	甘		14:訄(台甘)
訇	hong1	ㄏㆲ	hong		3	3			12:訇訇;12:阿訇
計	ke3	ㄍㄨㆤ˪/ㄍㆤ˪	kè	文	323	433	iT,共,教,日,比,甘,甘文,線	澎泉,金泉	01:把戲;01:擘畫;01:奔
計	ki3	ㄍㄧ˪/ㄍㄨㆤ˪/ㄍㆤ˪	kì		12	96	iT,教,日,比,甘,線	中漳,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	02:姘;02:姘頭·;06:討老婆
計	kue3	ㄍㄨㆤ˪	kòe		15	31	線		01:擘畫;04:反間;09:勾
計	ke2	ㄍㆤˋ	ké		3	3			09:鉤心鬪角;09:欣然規往;10:客居
計	ho2	ㄍㄧ˪	hó		1	1			12:夥
計	hue2	ㄏㄨㆤˋ	hóe		1	1			13:計(台甘)
計	he2	ㄏㆤˋ	hé		1	1			13:計(台甘)
計	tsi2	ㄐㄧˋ	chí		1	1			21:策畫
訊	sin3	ㄒㄧㄣ˪	sìn		11	77	iT,教,日,甘,線		15:面敘;15:汛地;15:訊(台甘)
訌	hong7	ㄏㆲ˫	hōng		1	17	線		13:間
訌	hong5	ㄏㆲˊ/ㄏㆲ˫	hông		2	10	甘		13:間;13:反間
討	tho2	ㄊㄜˋ	thó		170	254	iT,教,新,日,甘,線		01: 拔;01:報子·;01:筆戰
討	tshue7	ㄊㄜˋ	chhōe		1	1			07:弄
訏	hu2	ㄏㄨˋ	hú		1	9	甘		15:訏(台甘)
訏	u1	ㄨ	u		1	1			15:訏(台甘)
訏	hu1	ㄏㄨ	hu		1	1			15:訏(普閩)
訐	khiat4	ㄎㄧㄚㆵ	khiat		1	9	甘		13:訐(台甘)
訐	kiat4	ㄍㄧㄚㆵ	kiat		1	1			13:訐(普閩)
訐	tsie5	ㄐㄧㄝˊ	chiê		1	1			13:攻訐
訓	hun3	ㄏㄨㄣ˪	hùn		56	140	iT,共,教,日,甘,線		01:扒(鍋)底;03:多麼;04:現身說法
訓	tse7	ㄗㆤ˫	chē		2	2			14:群山;26:遠
訓	tsue7	ㄗㆤ˫	chōe		2	2			14:群山;26:遠
訕	suan7	ㄙㄨㄢ˫	soān		5	53	iT,教,線		08:冷嘲熱罵;13:反唇相稽;13:譏諷
訕	suan1	ㄙㄨㄢ	soan	白	5	53	iT,教,線		17:嘲笑;18:訕(普閩);18:訕笑
訕	san3	ㄙㄢ˪	sàn	文	5	29	甘,線		02:泡;08:掄;18:訕(台甘)
訕	san1	ㄙㄢ	san	文	2	10	甘		18:訕(台甘);18:訕(普閩)
訕	sian3	ㄒㄧㄢ˪	siàn		1	9	甘		18:訕(台甘)
訕	sam3	ㄙㆰ˪	sàm		4	4			03:謾罵;08:掄;13:譏誚
訖	gut4	ㆣㄨㆵ	gut		2	20	日,甘		14:訖(台甘);14:訖(普閩)
訖	git4	ㆣㄧㆵ	git		1	1			14:訖(台甘)
訖	kit4	ㄍㄧㆵ	kit		1	1			14:訖(普閩)
託	thok4	ㄊㆦㆶ	thok		54	120	iT,教,日,甘,線		02:憑藉;03:麻煩;05:擋箭牌
記	ki3	ㄍㄧ˪	kì		384	468	iT,共,教,日,甘,線		01:佰;01:稗史;01:碑
記	tsi2	ㄐㄧˋ	chí		3	3			13:紀錄;14:強記;24:遺忘
記	ki1	ㄍㄧ˪	ki		1	1			21:慚愧
訛	ngoo5	ㄫㆦˊ/ㆣㄜˊ	ngô͘		5	23	日,甘		03:買布;14:清;14:清涼
訛	go5	ㄫㆦˊ/ㆣㄜˊ	gô		10	18	甘		08:流;14:清;14:清涼
訝	ga7	ㄫㄚ˫/ㆣㄚ˫	gā	文	6	46	iT,日,甘,甘文		12:夥頤;12:惑;17:詫異
